id,date,average_daily_flow_m3/s,average_daily_consumption_m3/s,water_volume_billion.m3,cloud,rainfall,tem_day,tem_night
810,10.11.2019,197,442,"16,890.90",,0,,
811,09.11.2019,196,441,"16,912.10",,0,,
812,08.11.2019,244,428,"16,933.30",,0,,
813,07.11.2019,265,510,"16,949.20",,0,,
814,06.11.2019,265,480,"16,970.40",,0,,
815,05.11.2019,227,412,"16,989.01",,0,,
816,04.11.2019,216,340,"17,005.03",,0,,
817,03.11.2019,235,359,"17,015.71",,0,,
818,02.11.2019,241,334,"17,026.39",,0,,
819,01.11.2019,232,387,"17,034.40",,0,,
820,31.10.2019,183,399,"17,047.75",,0,,
821,30.10.2019,210,395,"17,066.44",,0,,
822,29.10.2019,197,475,"17,082.46",,0,,
823,28.10.2019,225,410,"17,106.49",,0,,
824,27.10.2019,234,419,"17,122.51",,0,,
825,26.10.2019,240,425,"17,138.53",,0,,
826,25.10.2019,230,385,"17,154.55",,0,,
827,24.10.2019,237,392,"17,167.90",,0,,
828,23.10.2019,237,392,"17,181.25",,0,,
829,22.10.2019,236,360,"17,194.60",,0,,
830,21.10.2019,209,364,"17,205.28",,0,,
831,20.10.2019,259,352,"17,218.63",,0,,
832,19.10.2019,245,338,"17,226.64",,0,,
833,18.10.2019,245,338,"17,234.65",,0,,
834,17.10.2019,211,304,"17,242.66",,0,,
835,16.10.2019,267,329,"17,250.69",,0,,
836,15.10.2019,257,257,"17,256.07",,0,,
837,14.10.2019,272,334,"17,256.07",,0,,
838,13.10.2019,283,283,"17,261.45",,0,,
839,12.10.2019,321,321,"17,261.45",,0,,
840,11.10.2019,280,280,"17,261.45",,0,,
841,10.10.2019,280,280,"17,261.45",,0,,
842,09.10.2019,271,271,"17,261.45",,0,,
843,08.10.2019,285,285,"17,261.45",,0,,
844,07.10.2019,357,295,"17,261.45",,0,,
845,06.10.2019,381,288,"17,256.07",,0,,
846,05.10.2019,367,274,"17,248.00",,0,,
847,04.10.2019,365,272,"17,240.00",,0,,
848,03.10.2019,385,292,"17,231.98",,0,,
849,02.10.2019,366,273,"17,223.97",,0,,
850,01.10.2019,333,302,"17,215.96",,0,,
851,30.09.2019,308,246,"17,213.29",,0,,
852,29.09.2019,329,267,"17,207.95",,0,,
853,28.09.2019,320,258,"17,202.61",,0,,
854,27.09.2019,310,248,"17,197.27",,0,,
855,26.09.2019,306,244,"17,191.93",,0,,
856,25.09.2019,299,268,"17,186.59",,0,,
857,24.09.2019,310,248,"17,183.92",,0,,
858,23.09.2019,313,220,"17,178.58",,0,,
859,22.09.2019,326,202,"17,170.57",,0,,
860,21.09.2019,298,205,"17,159.89",,0,,
861,20.09.2019,307,245,"17,151.88",,0,,
862,19.09.2019,312,250,"17,146.54",,0,,
863,18.09.2019,331,269,"17,141.20",,0,,
864,17.09.2019,334,303,"17,135.86",,0,,
865,16.09.2019,364,302,"17,133.19",,0,,
866,15.09.2019,351,289,"17,127.85",,0,,
867,14.09.2019,357,295,"17,122.51",,0,,
868,13.09.2019,395,271,"17,117.17",,0,,
869,12.09.2019,427,242,"17,106.49",,0,,
870,11.09.2019,436,251,"17,090.47",,0,,
871,10.09.2019,416,292,"17,074.45",,0,,
872,09.09.2019,341,279,"17,063.77",,0,,
873,08.09.2019,385,261,"17,058.43",,0,,
874,07.09.2019,384,291,"17,047.75",,0,,
875,06.09.2019,363,270,"17,039.74",,0,,
876,05.09.2019,363,270,"17,031.73",,0,,
877,04.09.2019,389,296,"17,023.72",,0,,
878,03.09.2019,361,268,"17,015.71",,0,,
879,02.09.2019,392,268,"17,007.70",,0,,
880,01.09.2019,373,280,"16,997.02",,0,,
881,31.08.2019,383,260,"16,989.01",,0,,
882,30.08.2019,381,289,"16,978.40",,0,,
883,29.08.2019,367,306,"16,970.40",,0,,
884,28.08.2019,389,297,"16,965.94",,0,,
885,27.08.2019,381,289,"16,957.15",,0,,
886,26.08.2019,367,275,"16,949.20",,0,,
887,25.08.2019,378,286,"16,941.25",,0,,
888,24.08.2019,386,294,"16,933.30",,0,,
889,23.08.2019,419,327,"16,925.35",,0,,
890,22.08.2019,440,379,"16,917.40",,0,,
891,21.08.2019,500,347,"16,912.10",,0,,
892,20.08.2019,630,415,"16,898.85",,0,,
893,19.08.2019,630,354,"16,880.30",,0,,
894,18.08.2019,660,353,"16,856.45",,0,,
895,17.08.2019,695,388,"16,829.95",,0,,
896,16.08.2019,625,380,"16,803.45",,0,,
897,15.08.2019,595,288,"16,782.25",,0,,
898,14.08.2019,592,316,"16,755.75",,0,,
899,13.08.2019,660,294,"16,731.90",,0,,
900,12.08.2019,599,235,"16,700.28",,0,,
901,11.08.2019,557,405,"16,668.84",,0,,
902,10.08.2019,517,396,"16,655.74",,0,,
903,09.08.2019,567,415,"16,645.26",,0,,
904,08.08.2019,575,423,"16,632.16",,0,,
905,07.08.2019,603,421,"16,619.06",,0,,
906,06.08.2019,608,396,"16,603.34",,0,,
907,05.08.2019,647,374,"16,585.00",,0,,
908,04.08.2019,682,409,"16,561.42",,0,,
909,03.08.2019,686,414,"16,537.84",,0,,
910,02.08.2019,649,376,"16,514.26",,0,,
911,01.08.2019,595,352,"16,490.68",,0,,
912,31.07.2019,587,375,"16,469.72",,0,,
913,30.07.2019,608,367,"16,451.40",,0,,
914,29.07.2019,604,363,"16,430.50",,0,,
915,28.07.2019,609,338,"16,409.80",,0,,
916,27.07.2019,609,338,"16,386.40",,0,,
917,26.07.2019,629,358,"16,363.00",,0,,
918,25.07.2019,636,365,"16,339.60",,0,,
919,24.07.2019,661,360,"16,316.20",,0,,
920,23.07.2019,719,388,"16,290.20",,0,,
921,22.07.2019,700,369,"16,261.60",,0,,
922,21.07.2019,687,356,"16,233.00",,0,,
923,20.07.2019,701,342,"16,204.40",,0,,
924,19.07.2019,736,408,"16,173.36",,0,,
925,18.07.2019,798,410,"16,144.98",,0,,
926,17.07.2019,830,412,"16,111.44",,0,,
927,16.07.2019,890,412,"16,075.32",,0,,
928,15.07.2019,949,412,"16,034.04",,0,,
929,14.07.2019,949,412,"15,987.60",,0,,
930,13.07.2019,939,405,"15,941.16",,0,,
931,12.07.2019,1005,412,"15,895.04",,0,,
932,11.07.2019,1032,380,"15,843.84",,0,,
933,10.07.2019,1149,379,"15,787.52",,0,,
934,09.07.2019,1138,341,"15,720.96",,0,,
935,08.07.2019,1102,338,"15,652.06",,0,,
936,07.07.2019,1062,327,"15,586.02",,0,,
937,06.07.2019,998,322,"15,522.52",,0,,
938,05.07.2019,966,350,"15,464.10",,0,,
939,04.07.2019,936,265,"15,410.88",,0,,
940,03.07.2019,1008,337,"15,352.92",,0,,
941,02.07.2019,1049,320,"15,294.96",,0,,
942,01.07.2019,1111,295,"15,231.96",,0,,
943,30.06.2019,1111,295,"15,231.96",,0,,
944,29.06.2019,1100,319,"15,161.50",,0,,
945,28.06.2019,1016,293,"15,094.00",,0,,
946,27.06.2019,1038,315,"15,031.50",,0,,
947,26.06.2019,990,326,"14,969.00",,0,,
948,25.06.2019,848,274,"14,911.60",,0,,
949,24.06.2019,852,307,"14,862.00",,0,,
950,23.06.2019,813,296,"14,814.88",,0,,
951,22.06.2019,786,269,"14,770.24",,0,,
952,21.06.2019,768,309,"14,725.60",,0,,
953,20.06.2019,771,288,"14,685.92",,0,,
954,19.06.2019,706,281,"14,644.15",,0,,
955,18.06.2019,659,290,"14,607.40",,0,,
956,17.06.2019,599,287,"14,575.55",,0,,
957,16.06.2019,648,279,"14,548.60",,0,,
958,15.06.2019,521,266,"14,516.75",,0,,
959,14.06.2019,550,295,"14,494.70",,0,,
960,13.06.2019,687,290,"14,472.65",,0,,
961,12.06.2019,706,283,"14,438.35",,0,,
962,11.06.2019,793,259,"14,401.84",,0,,
963,10.06.2019,875,284,"14,355.67",,0,,
964,09.06.2019,835,273,"14,304.64",,0,,
965,08.06.2019,887,240,"14,256.04",,0,,
966,07.06.2019,926,311,"14,200.15",,0,,
967,06.06.2019,811,281,"14,147.03",,0,,
968,05.06.2019,798,240,"14,101.24",,0,,
969,04.06.2019,862,276,"14,053.04",,0,,
970,03.06.2019,942,273,"14,002.43",,0,,
971,02.06.2019,823,270,"13,944.61",,0,,
972,01.06.2019,743,328,"13,896.81",,0,,
